$GPGGA,010000.00,2104.4155,N,10546.5793,E,1,09,1.2,15.0,M,,,,0000*0C
$GPGGA,010010.00,2104.4185,N,10546.5823,E,1,09,1.2,15.0,M,,,,0000*04
$GPGGA,010020.00,2104.4215,N,10546.5853,E,1,09,1.2,15.0,M,,,,0000*0A
$GPGGA,010030.00,2104.4245,N,10546.5883,E,1,09,1.2,15.0,M,,,,0000*03
$GPGGA,010040.00,2104.4275,N,10546.5913,E,1,09,1.2,15.0,M,,,,0000*0F
$GPGGA,013050.00,2103.9804,N,10546.5776,E,1,09,1.2,15.0,M,,,,0000*06
$GPGGA,013100.00,2103.9834,N,10546.5806,E,1,09,1.2,15.0,M,,,,0000*09
$GPGGA,013110.00,2103.9864,N,10546.5836,E,1,09,1.2,15.0,M,,,,0000*0E
$GPGGA,013120.00,2103.9894,N,10546.5866,E,1,09,1.2,15.0,M,,,,0000*07
$GPGGA,013130.00,2103.9924,N,10546.5896,E,1,09,1.2,15.0,M,,,,0000*03
$GPGGA,020140.00,2104.5740,N,10546.0921,E,1,09,1.2,15.0,M,,,,0000*0B
$GPGGA,020150.00,2104.5770,N,10546.0951,E,1,09,1.2,15.0,M,,,,0000*0E
$GPGGA,020200.00,2104.5800,N,10546.0981,E,1,09,1.2,15.0,M,,,,0000*0D
$GPGGA,020210.00,2104.5830,N,10546.1011,E,1,09,1.2,15.0,M,,,,0000*0E
$GPGGA,020220.00,2104.5860,N,10546.1041,E,1,09,1.2,15.0,M,,,,0000*0D
$GPGGA,023230.00,2104.2121,N,10546.5725,E,1,10,1.2,15.0,M,,,,0000*0D
$GPGGA,023240.00,2104.2151,N,10546.5755,E,1,10,1.2,15.0,M,,,,0000*0A
$GPGGA,023250.00,2104.2181,N,10546.5785,E,1,10,1.2,15.0,M,,,,0000*0B
$GPGGA,023300.00,2104.2211,N,10546.5815,E,1,10,1.2,15.0,M,,,,0000*03
$GPGGA,023310.00,2104.2241,N,10546.5845,E,1,10,1.2,15.0,M,,,,0000*02
$GPGGA,030320.00,2104.0745,N,10546.6386,E,1,10,1.2,15.0,M,,,,0000*07
$GPGGA,030330.00,2104.0775,N,10546.6416,E,1,10,1.2,15.0,M,,,,0000*0B
$GPGGA,030340.00,2104.0805,N,10546.6446,E,1,10,1.2,15.0,M,,,,0000*01
$GPGGA,030350.00,2104.0835,N,10546.6476,E,1,10,1.2,15.0,M,,,,0000*00
$GPGGA,030400.00,2104.0865,N,10546.6506,E,1,10,1.2,15.0,M,,,,0000*01
$GPGGA,033410.00,2104.0010,N,10546.4349,E,1,09,1.2,15.0,M,,,,0000*0E
$GPGGA,033420.00,2104.0040,N,10546.4379,E,1,09,1.2,15.0,M,,,,0000*0B
$GPGGA,033430.00,2104.0070,N,10546.4409,E,1,09,1.2,15.0,M,,,,0000*09
$GPGGA,033440.00,2104.0100,N,10546.4439,E,1,09,1.2,15.0,M,,,,0000*0B
$GPGGA,033450.00,2104.0130,N,10546.4469,E,1,09,1.2,15.0,M,,,,0000*0C
$GPGGA,040500.00,2104.3101,N,10546.6635,E,1,07,1.2,15.0,M,,,,0000*0A
$GPGGA,040510.00,2104.3131,N,10546.6665,E,1,07,1.2,15.0,M,,,,0000*0D
$GPGGA,040520.00,2104.3161,N,10546.6695,E,1,07,1.2,15.0,M,,,,0000*04
$GPGGA,040530.00,2104.3191,N,10546.6725,E,1,07,1.2,15.0,M,,,,0000*00
$GPGGA,040540.00,2104.3221,N,10546.6755,E,1,07,1.2,15.0,M,,,,0000*08
$GPGGA,043550.00,2104.6851,N,10546.6660,E,1,10,1.2,15.0,M,,,,0000*03
$GPGGA,043600.00,2104.6881,N,10546.6690,E,1,10,1.2,15.0,M,,,,0000*07
$GPGGA,043610.00,2104.6911,N,10546.6720,E,1,10,1.2,15.0,M,,,,0000*04
$GPGGA,043620.00,2104.6941,N,10546.6750,E,1,10,1.2,15.0,M,,,,0000*05
$GPGGA,043630.00,2104.6971,N,10546.6780,E,1,10,1.2,15.0,M,,,,0000*0A
$GPGGA,050640.00,2104.8275,N,10545.9512,E,1,10,1.2,15.0,M,,,,0000*0B
$GPGGA,050650.00,2104.8305,N,10545.9542,E,1,10,1.2,15.0,M,,,,0000*09
$GPGGA,050700.00,2104.8335,N,10545.9572,E,1,10,1.2,15.0,M,,,,0000*0D
$GPGGA,050710.00,2104.8365,N,10545.9602,E,1,10,1.2,15.0,M,,,,0000*0D
$GPGGA,050720.00,2104.8395,N,10545.9632,E,1,10,1.2,15.0,M,,,,0000*02
$GPGGA,053730.00,2104.5476,N,10546.0200,E,1,11,1.2,15.0,M,,,,0000*09
$GPGGA,053740.00,2104.5506,N,10546.0230,E,1,11,1.2,15.0,M,,,,0000*0B
$GPGGA,053750.00,2104.5536,N,10546.0260,E,1,11,1.2,15.0,M,,,,0000*0C
$GPGGA,053800.00,2104.5566,N,10546.0290,E,1,11,1.2,15.0,M,,,,0000*0C
$GPGGA,053810.00,2104.5596,N,10546.0320,E,1,11,1.2,15.0,M,,,,0000*08
$GPGGA,060820.00,2104.7520,N,10545.8692,E,1,12,1.2,15.0,M,,,,0000*00
$GPGGA,060830.00,2104.7550,N,10545.8722,E,1,12,1.2,15.0,M,,,,0000*0C
$GPGGA,060840.00,2104.7580,N,10545.8752,E,1,12,1.2,15.0,M,,,,0000*01
$GPGGA,060850.00,2104.7610,N,10545.8782,E,1,12,1.2,15.0,M,,,,0000*07
$GPGGA,060900.00,2104.7640,N,10545.8812,E,1,12,1.2,15.0,M,,,,0000*00
$GPGGA,063910.00,2104.5030,N,10546.5871,E,1,10,1.2,15.0,M,,,,0000*08
$GPGGA,063920.00,2104.5060,N,10546.5901,E,1,10,1.2,15.0,M,,,,0000*08
$GPGGA,063930.00,2104.5090,N,10546.5931,E,1,10,1.2,15.0,M,,,,0000*05
$GPGGA,063940.00,2104.5120,N,10546.5961,E,1,10,1.2,15.0,M,,,,0000*0D
$GPGGA,063950.00,2104.5150,N,10546.5991,E,1,10,1.2,15.0,M,,,,0000*04
$GPGGA,071000.00,2104.4375,N,10546.1827,E,1,10,1.2,15.0,M,,,,0000*07
$GPGGA,071010.00,2104.4405,N,10546.1857,E,1,10,1.2,15.0,M,,,,0000*01
$GPGGA,071020.00,2104.4435,N,10546.1887,E,1,10,1.2,15.0,M,,,,0000*0C
$GPGGA,071030.00,2104.4465,N,10546.1917,E,1,10,1.2,15.0,M,,,,0000*00
$GPGGA,071040.00,2104.4495,N,10546.1947,E,1,10,1.2,15.0,M,,,,0000*0D
$GPGGA,074050.00,2104.3081,N,10546.0692,E,1,11,1.2,15.0,M,,,,0000*08
$GPGGA,074100.00,2104.3111,N,10546.0722,E,1,11,1.2,15.0,M,,,,0000*0E
$GPGGA,074110.00,2104.3141,N,10546.0752,E,1,11,1.2,15.0,M,,,,0000*0D
$GPGGA,074120.00,2104.3171,N,10546.0782,E,1,11,1.2,15.0,M,,,,0000*00
$GPGGA,074130.00,2104.3201,N,10546.0812,E,1,11,1.2,15.0,M,,,,0000*03
$GPGGA,081140.00,2104.4395,N,10545.9170,E,1,10,1.2,15.0,M,,,,0000*03
$GPGGA,081150.00,2104.4425,N,10545.9200,E,1,10,1.2,15.0,M,,,,0000*0A
$GPGGA,081200.00,2104.4455,N,10545.9230,E,1,10,1.2,15.0,M,,,,0000*08
$GPGGA,081210.00,2104.4485,N,10545.9260,E,1,10,1.2,15.0,M,,,,0000*01
$GPGGA,081220.00,2104.4515,N,10545.9290,E,1,10,1.2,15.0,M,,,,0000*05
$GPGGA,084230.00,2104.4788,N,10546.2878,E,1,07,1.2,15.0,M,,,,0000*05
$GPGGA,084240.00,2104.4818,N,10546.2908,E,1,07,1.2,15.0,M,,,,0000*02
$GPGGA,084250.00,2104.4848,N,10546.2938,E,1,07,1.2,15.0,M,,,,0000*05
$GPGGA,084300.00,2104.4878,N,10546.2968,E,1,07,1.2,15.0,M,,,,0000*07
$GPGGA,084310.00,2104.4908,N,10546.2998,E,1,07,1.2,15.0,M,,,,0000*0F
$GPGGA,091320.00,2104.6579,N,10546.5448,E,1,12,1.2,15.0,M,,,,0000*03
$GPGGA,091330.00,2104.6609,N,10546.5478,E,1,12,1.2,15.0,M,,,,0000*05
$GPGGA,091340.00,2104.6639,N,10546.5508,E,1,12,1.2,15.0,M,,,,0000*07
$GPGGA,091350.00,2104.6669,N,10546.5538,E,1,12,1.2,15.0,M,,,,0000*00
$GPGGA,091400.00,2104.6699,N,10546.5568,E,1,12,1.2,15.0,M,,,,0000*08
$GPGGA,094410.00,2104.4761,N,10546.7894,E,1,10,1.2,15.0,M,,,,0000*06
$GPGGA,094420.00,2104.4791,N,10546.7924,E,1,10,1.2,15.0,M,,,,0000*00
$GPGGA,094430.00,2104.4821,N,10546.7954,E,1,10,1.2,15.0,M,,,,0000*02
$GPGGA,094440.00,2104.4851,N,10546.7984,E,1,10,1.2,15.0,M,,,,0000*0F
$GPGGA,094450.00,2104.4881,N,10546.8014,E,1,10,1.2,15.0,M,,,,0000*0C
$GPGGA,101500.00,2103.8954,N,10546.1687,E,1,08,1.2,15.0,M,,,,0000*0B
$GPGGA,101510.00,2103.8984,N,10546.1717,E,1,08,1.2,15.0,M,,,,0000*0F
$GPGGA,101520.00,2103.9014,N,10546.1747,E,1,08,1.2,15.0,M,,,,0000*08
$GPGGA,101530.00,2103.9044,N,10546.1777,E,1,08,1.2,15.0,M,,,,0000*0F
$GPGGA,101540.00,2103.9074,N,10546.1807,E,1,08,1.2,15.0,M,,,,0000*03
$GPGGA,104550.00,2104.1761,N,10546.7548,E,1,10,1.2,15.0,M,,,,0000*02
$GPGGA,104600.00,2104.1791,N,10546.7578,E,1,10,1.2,15.0,M,,,,0000*08
$GPGGA,104610.00,2104.1821,N,10546.7608,E,1,10,1.2,15.0,M,,,,0000*09
$GPGGA,104620.00,2104.1851,N,10546.7638,E,1,10,1.2,15.0,M,,,,0000*0E
$GPGGA,104630.00,2104.1881,N,10546.7668,E,1,10,1.2,15.0,M,,,,0000*07
